PropertyID,Price,GradeGroup,Grade,Waterfront_Label,View,Condition,Zipcode,Year_Renovated
343,425000, Good ,8,No,0,3,98125,0
344,309600, Below Average ,6,No,0,4,98070,0
345,552250, Good ,8,No,0,3,98065,0
346,165000, Below Average ,6,No,0,3,98178,0
347,239900, Below Average ,6,No,0,3,98178,0
348,320000, Below Average ,6,No,0,4,98059,0
349,206600, Average ,7,No,0,4,98030,0
350,387000, Average ,7,No,0,3,98155,0
351,299000, Low ,4,No,0,3,98014,0
352,855000, Good ,9,No,0,3,98040,0
353,315000, Average ,7,No,0,4,98166,0
354,437500, Average ,7,No,2,5,98103,0
355,252000, Average ,7,No,0,4,98001,0
356,375000, Average ,7,No,0,5,98118,0
357,300000, Average ,7,No,0,3,98038,0
358,420000, Average ,7,No,0,4,98006,0
359,900000, Average ,7,No,0,3,98033,1954
360,679900, Good ,9,No,2,3,98116,0
361,463000, Average ,7,No,0,3,98053,0
362,380000, Good ,9,No,0,4,98059,0
363,329500, Average ,7,No,0,3,98038,0
364,604950, Good ,8,No,0,3,98033,0
365,795000, Good ,8,No,2,4,98006,0
366,465000, Average ,7,No,0,3,98045,0
367,673000, Good ,9,No,0,3,98166,0
368,810000, Excellent ,10,No,0,3,98074,0
369,785000, Good ,8,No,0,4,98075,0
370,338000, Average ,7,No,0,3,98056,0
371,280000, Average ,7,No,0,3,98056,0
372,315000, Average ,7,No,0,5,98133,0
373,530000, Average ,7,No,0,5,98133,0
374,380000, Good ,9,No,0,3,98023,0
375,297000, Average ,7,No,0,3,98056,0
376,730000, Excellent ,10,No,0,3,98075,0
377,450000, Average ,7,No,0,3,98125,0
378,275000, Average ,7,No,0,3,98038,0
379,595000, Average ,7,No,0,3,98115,0
380,435000, Average ,7,No,0,3,98144,2014
381,270000, Below Average ,6,No,0,1,98011,0
382,950000, Excellent ,10,No,0,3,98077,0
383,389000, Average ,7,No,0,3,98019,0
384,560000, Good ,8,No,0,3,98052,0
385,1350000, Excellent ,11,No,2,3,98006,0
386,799000, Good ,8,No,0,4,98040,0
387,365500, Average ,7,No,0,4,98072,0
388,252350, Average ,7,No,0,3,98058,0
389,403950, Good ,8,No,0,3,98146,0
390,385000, Average ,7,No,0,3,98177,0
391,345000, Average ,7,No,0,3,98106,0
392,490000, Good ,9,No,0,4,98008,0
393,330000, Good ,8,No,0,3,98019,0
394,927000, Good ,8,No,0,3,98004,0
395,1118000, Excellent ,10,No,1,4,98040,0
396,330000, Average ,7,No,0,5,98028,0
397,530000, Average ,7,No,0,4,98008,0
398,365000, Good ,8,No,0,1,98006,0
399,378750, Average ,7,No,0,3,98118,2011
400,269900, Average ,7,No,0,4,98058,0
401,557000, Good ,8,No,0,3,98122,0
402,360000, Average ,7,No,0,4,98022,0
403,352000, Average ,7,No,0,4,98117,0
404,437000, Good ,8,No,0,3,98045,0
405,322500, Average ,7,No,0,3,98038,0
406,650000, Good ,9,No,0,3,98116,0
407,450000, Good ,8,No,0,3,98103,0
408,278500, Average ,7,No,0,3,98092,0
409,364950, Good ,8,No,0,3,98055,0
410,840000, Excellent ,10,No,4,4,98038,0
411,268000, Average ,7,No,0,3,98031,0
412,517534, Below Average ,5,No,0,3,98070,0
413,632925, Good ,8,No,0,4,98077,0
414,577500, Good ,9,No,0,3,98034,0
415,339000, Average ,7,No,2,3,98178,0
416,570000, Average ,7,No,0,4,98052,0
417,563500, Average ,7,No,0,3,98024,0
418,423000, Average ,7,No,0,5,98133,0
419,355000, Good ,8,No,0,3,98019,0
420,1550000, Excellent ,12,No,0,3,98024,0
421,482000, Average ,7,No,0,3,98103,0
422,625000, Average ,7,No,0,5,98006,0
423,538000, Good ,8,No,0,3,98056,0
424,380000, Good ,8,No,0,4,98058,0
425,375000, Average ,7,No,0,3,98122,0
426,245000, Average ,7,No,0,5,98038,0
427,310000, Average ,7,No,0,4,98166,1974
428,1300000, Good ,8,No,0,4,98004,0
429,397000, Average ,7,No,0,3,98034,0
430,365000, Good ,8,No,0,3,98058,0
431,328500, Good ,9,No,0,3,98042,0
432,988000, Excellent ,11,No,0,3,98052,0
433,1000000, Good ,8,No,0,5,98103,0
434,237000, Average ,7,No,0,3,98055,0
435,525000, Good ,8,No,0,3,98011,0
436,749000, Good ,9,No,0,3,98006,2014
437,722500, Excellent ,10,No,0,3,98074,0
438,843000, Excellent ,10,No,0,3,98052,0
439,438000, Good ,8,No,0,3,98115,0
440,578000, Good ,8,No,2,3,98146,0
441,227950, Average ,7,No,0,5,98001,0
442,196000, Average ,7,No,0,3,98001,0
443,641000, Good ,8,No,0,3,98105,0
444,350000, Below Average ,6,No,0,4,98038,0
445,205000, Average ,7,No,0,4,98032,0
446,400000, Average ,7,No,0,3,98072,0
447,1030000, Excellent ,10,No,0,3,98027,0
448,505000, Average ,7,No,0,3,98034,0
449,475000, Average ,7,No,0,3,98034,0
450,520000, Good ,8,No,0,5,98028,0
451,1450000, Excellent ,10,No,2,3,98034,1999
452,333500, Average ,7,No,0,3,98011,0
453,232000, Below Average ,6,No,0,4,98038,0
454,691100, Good ,8,No,0,4,98006,0
455,811000, Good ,8,No,0,4,98040,0
456,551000, Good ,9,No,0,3,98028,0
457,496500, Good ,8,No,0,3,98072,0
458,705000, Good ,9,Yes,3,4,98070,0
459,578000, Good ,9,No,2,5,98055,0
460,255000, Average ,7,No,0,5,98042,0
461,1050000, Excellent ,10,No,0,3,98006,0
462,348000, Good ,8,No,0,4,98042,0
463,230000, Average ,7,No,0,3,98031,0
464,359500, Good ,9,No,0,3,98023,0
465,330000, Below Average ,6,No,0,3,98133,0
466,80000, Low ,4,No,0,2,98014,0
467,465000, Average ,7,No,0,3,98133,0
468,325000, Good ,8,No,0,3,98042,0
469,340500, Average ,7,No,0,4,98168,0
470,342500, Good ,8,No,0,3,98038,0
471,290900, Below Average ,6,No,0,3,98178,1983
472,868700, Excellent ,10,No,0,3,98074,0
473,1199000, Good ,9,No,1,3,98125,2013
474,1150000, Excellent ,11,No,0,3,98074,0
475,859900, Good ,9,No,0,3,98074,0
476,520000, Average ,7,No,0,3,98029,0
477,460000, Good ,9,No,2,3,98118,0
478,438924, Average ,7,No,0,3,98115,0
479,315000, Below Average ,5,No,0,3,98126,0
480,590000, Good ,8,No,2,3,98033,0
481,378500, Average ,7,No,0,3,98006,0
482,328500, Good ,9,No,0,4,98042,0
483,849950, Good ,8,No,0,4,98005,0
484,525000, Average ,7,No,2,3,98136,0
485,1385000, Good ,9,No,0,3,98074,0
486,295000, Good ,8,No,0,4,98023,0
487,1067000, Excellent ,11,No,0,3,98006,0
488,207950, Below Average ,6,No,0,3,98118,0
489,699900, Good ,9,No,0,3,98075,0
490,1280000, Good ,8,No,1,4,98027,0
491,452000, Average ,7,No,0,4,98052,0
492,370000, Average ,7,No,1,4,98055,0
493,232000, Average ,7,No,0,5,98042,0
494,669950, Average ,7,No,0,4,98034,0
495,397500, Average ,7,No,0,3,98034,0
496,490000, Good ,8,No,0,3,98112,0
497,725000, Good ,9,No,0,3,98116,2003
498,299000, Average ,7,No,2,4,98032,0
499,625000, Average ,7,No,0,4,98116,0
500,437500, Average ,7,No,0,3,98065,0
501,650000, Good ,9,No,0,3,98065,0
502,475000, Average ,7,No,0,3,98117,0
503,342000, Good ,8,No,0,4,98042,0
504,1197350, Excellent ,10,No,0,3,98033,0
505,280000, Average ,7,No,0,4,98055,0
506,240000, Average ,7,No,0,3,98188,0
507,529000, Average ,7,No,0,4,98107,0
508,442000, Average ,7,No,0,4,98136,0
509,615000, Average ,7,No,0,4,98119,0
510,1485000, Excellent ,10,No,0,3,98033,0
511,585000, Good ,8,No,0,4,98052,0
512,480000, Good ,8,No,0,3,98059,0
513,1095000, Good ,9,No,0,4,98053,0
514,290000, Average ,7,No,0,3,98133,0
515,615000, Average ,7,No,0,5,98116,0
516,300000, Average ,7,No,0,4,98133,0
517,308000, Below Average ,6,No,0,3,98030,0
518,750000, Good ,9,No,0,3,98033,0
519,2250000, Good ,9,No,0,5,98112,0
520,890000, Excellent ,10,No,0,3,98059,0
521,288000, Below Average ,6,No,0,5,98058,0
522,190000, Below Average ,6,No,0,3,98178,2005
523,515000, Good ,8,No,0,3,98133,0
524,235000, Below Average ,5,No,0,4,98055,0
525,275000, Below Average ,6,No,0,3,98126,0
526,727500, Average ,7,No,0,4,98004,0
527,650000, Average ,7,No,0,3,98053,0
528,1600000, Excellent ,11,No,3,3,98024,0
529,365000, Below Average ,6,No,0,3,98125,0
530,662000, Good ,9,No,0,3,98052,0
531,270500, Average ,7,No,0,3,98038,0
532,200000, Average ,7,No,0,3,98092,0
533,970000, Excellent ,10,No,0,3,98075,0
534,160000, Average ,7,No,0,4,98198,0
535,204000, Below Average ,6,No,0,4,98010,0
536,358000, Average ,7,No,0,4,98058,0
537,452000, Average ,7,No,0,3,98011,0
538,595000, Average ,7,No,0,4,98103,0
539,249000, Average ,7,No,0,3,98042,0
540,346900, Good ,8,No,0,3,98055,0
541,2125000, Excellent ,12,Yes,4,4,98166,0
542,280000, Average ,7,No,0,3,98056,0
543,318888, Good ,8,No,0,4,98032,0
544,530000, Good ,8,No,0,3,98075,0
545,375000, Good ,8,No,0,4,98031,0
546,910000, Excellent ,11,No,0,3,98052,0
547,782000, Excellent ,10,No,0,4,98006,0
548,259950, Good ,9,No,0,3,98106,0
549,315000, Average ,7,No,0,4,98058,0
550,215000, Below Average ,6,No,0,4,98168,0
551,705000, Average ,7,No,2,4,98040,0
552,1450000, Excellent ,10,No,3,5,98199,0
553,451000, Average ,7,No,0,3,98155,0
554,261000, Below Average ,6,No,0,4,98055,0
555,396000, Average ,7,No,0,5,98028,0
556,725000, Good ,9,No,3,3,98059,0
557,1950000, Excellent ,11,No,1,3,98040,2003
558,238000, Average ,7,No,0,3,98188,0
559,750000, Good ,8,No,0,4,98052,0
560,331500, Average ,7,No,0,3,98042,0
561,460000, Average ,7,No,0,3,98065,0
562,404950, Good ,8,No,0,4,98092,0
563,880000, Good ,9,No,0,3,98103,0
564,863000, Excellent ,10,No,0,3,98074,0
565,638700, Average ,7,No,0,3,98005,0
566,435000, Average ,7,No,0,3,98053,0
567,260000, Below Average ,6,No,0,4,98178,0
568,671500, Average ,7,No,0,5,98105,0
569,610000, Good ,8,No,0,3,98109,0
570,405000, Below Average ,6,No,0,4,98014,0
571,338900, Average ,7,No,0,3,98038,0
572,720000, Excellent ,10,No,0,3,98075,0
573,442000, Average ,7,No,0,4,98108,0
574,650000, Good ,8,No,0,5,98122,0
575,263500, Average ,7,No,0,3,98058,0
576,300000, Average ,7,No,0,4,98038,0
577,266000, Average ,7,No,0,3,98002,0
578,930000, Good ,9,No,2,3,98077,0
579,530000, Good ,8,No,0,3,98028,0
580,180000, Below Average ,6,No,0,4,98023,0
581,619000, Good ,9,No,0,3,98065,0
582,264000, Average ,7,No,0,4,98003,0
583,730000, Average ,7,No,4,4,98116,0
584,439000, Average ,7,No,0,3,98034,0
585,268500, Average ,7,No,0,4,98031,0
586,330000, Average ,7,No,0,3,98045,0
587,640000, Good ,8,No,0,3,98122,2013
588,900000, Excellent ,11,No,0,4,98074,0
589,370000, Good ,8,No,0,4,98038,0
590,685000, Good ,8,No,0,5,98144,0
591,505000, Average ,7,No,0,3,98053,0
592,265000, Average ,7,No,0,4,98022,0
593,290000, Good ,8,No,0,3,98055,0
594,296000, Average ,7,No,0,3,98038,0
595,360000, Average ,7,No,0,3,98178,0
596,240500, Average ,7,No,0,3,98168,0
597,372500, Good ,8,No,0,3,98126,0
598,595000, Good ,9,No,2,3,98045,0
599,515000, Good ,9,No,0,3,98023,0
600,1220000, Good ,9,No,0,4,98040,0
601,507000, Good ,8,No,0,3,98053,0
602,399950, Good ,9,No,0,3,98092,0
603,185000, Average ,7,No,0,3,98010,0
604,460000, Average ,7,No,0,3,98052,0
605,435500, Average ,7,No,0,3,98029,0
606,469000, Good ,8,No,0,5,98188,0
607,531000, Good ,8,No,0,3,98103,0
608,443500, Average ,7,No,0,3,98177,0
609,223000, Average ,7,No,0,3,98042,0
610,590000, Good ,8,No,0,3,98028,0
611,340000, Average ,7,No,0,3,98103,0
612,650000, Good ,8,No,0,4,98199,0
613,533600, Good ,8,No,0,4,98029,0
614,695000, Good ,9,No,0,3,98074,0
615,242000, Average ,7,No,0,4,98031,0
616,425000, Average ,7,No,0,3,98125,0
617,525000, Average ,7,No,0,3,98052,0
618,485000, Good ,8,No,0,3,98029,0
